# 门禁阶段归属：每个项目本地阶段先由哪个 agent 在干完自己的活之后跑。提交前的整轮门禁（gate-triage）照旧跑全部阶段。
# 三列用制表符分隔：阶段文件名、agent 名（逗号分隔，每个名字要有 .claude/agents/<名字>.md）、为什么归它。
# 表与目录、定义逐项一致由 62-stage-owners.sh 判；各 agent 怎么从表里取自己的阶段，见 .claude/agent-common.md「门禁」。
87-replay.sh	gate-triage	入库实验复现（全部实验复跑十几分钟，2026-09-17 从 experiment-runner 挪到收尾，理由同 15 号；执行员只跑自己那一个实验的 replay.sh）
88-quoted-result-lines.sh	experiment-runner	正文整行抄的产物行
63-agent-write-scope.sh	gate-triage	看项目 settings 里的写范围闸与写范围表
64-change-range-single-source.sh	gate-triage	门禁阶段自己算 diff 基准、列路径不带 quotepath：谁改门禁阶段都可能再抄一份取法，提交前核
66-abandoned-rounds.sh	gate-triage	判决文件与撂下登记都由主 agent 写；三方轮次在跑时本来就没有判决，材料员与腿跑它只会红，提交前核
67-milestone-closeout-owed.sh	kb-scribe	里程碑文件与欠账表都由书记员照规格写回：新立的欠账被里程碑点名、欠账挪进已还清、收口表改了行，都在它手上变红
68-knowledge-sync.sh	gate-triage	同步记录由主 agent 在阶段收尾时写；提交前核
69-evidence-in-repo.sh	experiment-runner,kb-scribe,gate-triage	两半各归一个：装置与变异表改了要有产物，是执行员跑完自己那一个实验就该核的（与 40、85、88 同一批）；kb 里把依据写成 /tmp 路径，是书记员写回时该核的；research/prompts/ 那一半（提示、报告与判决）由主 agent 写，提交前核
72-agent-def-adversarial-review.sh	gate-triage	判决文件由主 agent 写，提交前核点名（形态照 56 号）
73-research-gate-lint.sh	gate-triage	研究脚本与 hook 由主 agent 与各执行员改，没有哪个 agent 专管它们；提交前核
75-decision-experiment-links.sh	kb-scribe,experiment-runner	决策与实验双向登记、实验变了之后的回看（两边都写这张表）
74-model-differential.sh	implementation-writer,crash-verifier	模型对拍：改 crates/ 的实现员改完先跑（release 下单跑一个测试二进制，几秒）；崩溃验证员跑重阶段时一起跑
76-second-txn-hooks.sh	kb-scribe	第二个事务的 layout/02 登记表、里程碑各步「写出的字节」、layout/01 段序列登记表三处互相挂钩
77-test-environment.sh	crash-verifier,gate-triage	跑完测试之后机器还干不干净：崩溃验证员跑完重阶段、门禁分诊提交前各跑一次
78-owed-cited-tests.sh	kb-scribe,gate-triage	已还清的欠账行里点名的测试名还在不在：书记员改完欠账表、门禁分诊提交前各跑一次
90-term-renames.sh	sweep	全仓术语改名的残余归回扫员：它本来就是「撤回一个数、改一个格式常量、新立一条判据之后全仓找还在引旧值的地方」那类活
91-archive-past-rounds.sh	sweep	上一轮实验记录的归档属于回扫：与「撤回一个数之后全仓找还在引它的地方」同类
92-layout-checker-sync.sh	implementation-writer,kb-scribe	布局的格式常量变了 checker 判定路径要跟：格式定义两侧一边是 crates/singlefs-format（实现员改），一边是 kb 的字节布局表（书记员改），改完各自就跑
94-checker-implementation-disjoint.sh	implementation-writer,crash-verifier	checker 与实现只许共享常量模块：两边的代码都由实现员改，记账对账那一格归崩溃一致性验证员，改完各自就跑
95-fixture-claims.sh	gate-triage	阶段头部声称的判别力样本与 fixtures 目录对不对得上：谁加门禁阶段都可能写下一句对不上的声称，收尾跑整轮门禁时一并判
96-experiment-source-discipline.sh	experiment-runner,mutation-triage	实验源码的种子折叠（C59）与恒为字面量 0 的读数（C60）：research/e7-index-bench/src/bin/ 下的源码由实验执行员写，写完就跑；变异分诊读同一批源码判抓到 / 无效 / 没红，恒定读数会让那几条变异永远抓不到
97-invariant-field-anchors.sh	kb-scribe	新写的不变量要点名字段落点：不变量清单归书记员写，写完就跑
98-kb-registry.sh	kb-scribe	kb 目录与 CLAUDE.md 那张职责表逐项一致：建 kb 文件的是书记员，建完就跑
93-feature-bits.sh	kb-scribe,implementation-writer	feature bit 位号三处一致：记账表与 D15 已定项 4 登记表都是 kb（书记员改），crates/ 里的位掩码常量是实现员改，改完各自就跑

99-multipath-registry.sh	experiment-runner	多条路径互证的登记：路径、源码落点与共用项由跑实验的人写，写完就跑
79-tree-table-reserve.sh	kb-scribe	树表预留 76 字节的认购表：认购者与出处都住在决策正文里，定案之后写回 kb 的那一步就该把它带上
89-closeout-row27-preconditions.sh	implementation-writer	收口表第 27 行那几笔的前置探针：探针盯的是 crates/ 里那几段代码的形态，动它们的就是实现员
81-audit-contradictions.sh	kb-scribe,gate-triage	最近一次总审核第五节每行都有去向：跨 records/ 与 checks-owed 的回扫闸，归提交前跑整轮的那一位；「已改」行要引今天正文的原文，书记员改决策正文可能删掉被引的那句，写完也跑
82-clause-enum-pairs.sh	kb-scribe	条文列的集合与代码里的枚举逐个对上：改分项正文是决策变更，归写回 kb 的那一位
83-closeout-row-numbers.sh	kb-scribe	收口表行号的形态：改号连带改全仓引用，归写回 kb 的那一位
