组	旧事实	新事实	载体	原文
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/decisions/02-RAID条带策略.md:204	| 条带表那一份 | **163 840 字节 / 次发布，与叶数无关**（容器 32768 + 容器索引 3 层 × 16384，整条链镜像） | E107（条带表对主负载的写放大） |
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/decisions/02-RAID条带策略.md:205	| 三段写序的延迟 | ack 语义差在噪声内；durable 语义 **1.625×** | E107（条带表对主负载的写放大） 乙臂 |
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/decisions/02-RAID条带策略.md:211	- E107（条带表对主负载的写放大）：每次发布因维护成员表多写的字节与三段写序的延迟，这两笔 E106（条带成员表的载体） 明确不答。
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/decisions/02-RAID条带策略.md:212	- E110（条带表在连续发布下的期望写放大）：把 E107（条带表对主负载的写放大） 那条刀刃解掉——容器占用槽位数交给负载自己演化之后，主负载的累计比值稳住，容器将满那个端点只占很小一部分发布。
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/decisions/02-RAID条带策略.md:242	**射程**：这一条不是量出来的，是三条候选 key 的定义直接给的——条带表的三个消费者问的是**同一句话**「给一个落点，它属于哪条条带」：分配准入（C127（钉住状态在分配记录里没有落点））判候选落点是不是被钉住的格、清扫准入（C128（清扫准入对 parity 格两支都判不出）判一个没有头的 parity 格该不该清、让渡区 A 的签发判据排除钉住的格与它所属条带的全部格 ⇒ 按条带号排、或者只按容器身份索引都答不出这句话；容器索引更答不了，它的 key 是 `(出生树 ID, 打包记录类型, 容器号, 容器出生代)`，四段里没有落点，容器号按 C103（容器索引无落点） 是「最大号 + 1」单调分配，与它装的记录覆盖哪些落点无函数关系。空间那一维不进判据（`.claude/rules/fs-design.md`「比谁省不构成任何判据」），摆出来只是让人知道付的是什么；进判据的是「答不答得出那句话」。仍欠：容器索引本身住哪（C103（容器索引无落点））——这棵树按落点排，而它的叶是码 3 容器，容器的物理指针由容器索引持有，容器索引自己的落点今天全仓无定义；这棵树自己的更新代价
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/decisions/06-快照实现模型.md:117	**射程**：管第一版会不会出现跨快照的 sub-unit 分片，不管切分特性开了之后怎么办。D9（加密） 已定项 12 第 2 项「extent 距原始 extent 起点偏移」是为**切分**留的位，而切分是预留特性、第一版关闭 ⇒ 这一格第一版的代价是整单元 COW 的写放大，不是分片。「读路径恒定的祖先过滤开销」那一格在已定项 1 取 ② 之后不再存在，也从来没有重新记过账。
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/decisions/08-核心索引结构.md:139	**射程**：朴素的交叉点是 `K/N > 顺序代价/随机代价`（机械盘约 1%、SSD 约 10%）。⚠️ 这两个数是**推理，不是实测**，说的是**耗时**，要靠 E4（范围重建 vs 逐项修改的交叉点） 量，那一半要 QEMU。⚠️ **第一期只取 SSD 那一档**（D12（目标介质） 已定项 5：第一条布局线是纯 SSD）。⚠️ 写放大那一半量到的交叉点，自变量是「布局」与「节点大小」而不是介质，不能拿它去证伪「机械盘约 1%、SSD 约 10%」——那说的是耗时。按 `.claude/rules/fs-design.md` 的五条要求，这个分支还欠：判据写成可计算的式子、留一个能强制走指定分支的测试开关、两条分支各自跑崩溃点重放、运行时能看出走了哪条。⚠️ **切换判据里不许出现「当前填充率」这类操作中途会变的量**——判据只能用操作期间稳定的输入。**与 D3（空间分配） 的交互（容易漏）**：意图未完成期间那些空间还没真的释放，空间统计必须把「待删除但未完成」计进去，否则会出现「我删了一大堆，`df` 却不动」。
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/decisions/08-核心索引结构.md:143	- E30（交叉点的写放大那一半）：**写放大那一半已量**——在写放大口径下量出条目连续与条目散布两种布局在 4 KiB / 16 KiB 节点上的交叉点，两者相差两个数量级以上——开关是布局与节点大小，不是介质。
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/decisions/10-随机写-碎片化的真答案.md:34	| **C：交给设备** | NVMe FDP / ZNS 把数据放置与 GC 责任交给主机，减少设备侧写放大 | **降为加速**：有 FDP / ZNS 就用，没有也不影响答案成不成立 |
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/decisions/16-发布语义.md:225	- **发布语义决定「走几次」**：每事务发根 → K 批走 K 次；checkpoint → 同一窗口内的 K 批只走约一次，各批只留一条 journal 记录（小、顺序写）⇒ 分批大删除那一格的元数据写放大从 `K × M × H` 降为 `checkpoint 数 × M × H`。
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/decisions/18-块里携带什么信息.md:236	**射程**：打包把回收耦合成 E80（条带的部分释放） pin_stripe 那个钉住形状（回收粒度 = 单元）。已定项 11 之后按容器数读：同时开着的容器数 = 树 × 打包记录类型 × 活代际 × 活头（C106（开放容器数上界）），且开放容器每次要发布时重写一次（C105（打包容器按发布频率重写的写放大））。两条连锁：① D3（空间分配）已定项 2 的墓碑预留额按已定项 10 的口径重算——预留的是**记录**（摊 1/583 个单元）不是整单元，E82（准入的在飞合成）的「墓碑一格」是定粒度之前的高估；② 墓碑记录的字段宽度随已定项 7 / 已定项 11 的字段表走，56 字节是量级假设（C84（墓碑单元的粒度没人定））。
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/decisions/18-块里携带什么信息.md:245	**欠**：C84（墓碑单元的粒度没人定）：回收判据欠实验、记录字段表；C105（打包容器按发布频率重写的写放大）；C106（开放容器数上界）。
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/decisions/18-块里携带什么信息.md:296	- **类型 1 容器归写者树独占**（C113（扫描重建时多版单元的现行版本判定无输入） 定案 P6）：快照发布之前当前开放容器先关闭并写出（已定项 10 的装载纪律），克隆不把 origin 的类型 1 容器收进自己的容器索引，回收（重写）只由写者树做，别的头在扫描重建时靠祖先表读到它们；克隆头的类型 1 容器号从 1 起按树内单调分配，身份由出生树分开 ⇒ 类型 1 从不跨头 COW，跨头首次 COW 的重生只对类型 2。**别的头能靠祖先表读到它们，前提是分叉点快照引用的那一版永不释放**（D6（快照实现模型） 定案连带触发的第 2 处：分叉点快照不许销毁）——而 D6（快照实现模型） 的九条采纳条件第 5 条明写那是用一条功能缺失回避掉的、不是满足，所以「分叉点快照可销毁 / 可写头可销毁」是 C113（扫描重建时多版单元的现行版本判定无输入） 定案的一条前置，与它同时到期。代价：凡是在分叉点还活着、之后在 origin 被删掉的对象，它的 kill 记录永远回收不了（门永远开不了），墓碑容器只涨不缩——C105（打包容器按发布频率重写的写放大） 与 C106（开放容器数上界
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/decisions/18-块里携带什么信息.md:322	**射程**：值域登记表管的是「码 → 类」与各类的判定落点，AAD 的字段组成仍归 D9（加密） 已定项 6（码 1 的五项对快照维是瞎的，那次重开没做；码 2 的 AAD 身份无落点，C107（索引节点的 AAD 身份无落点）；码 3 的 AAD 在 E90（树 ID 进 AAD 与跨头共享） 的两笔格式含义落地前不构成完整契约）。已定的两个 AAD 身体不等长是巧合，不是域分隔的依据。开放容器的写放大、开放容器数上界、哪些树的 key 死亡要写墓碑、扫描路径上码 1 / 2 的载荷完整性、容器索引的落点都没在已定项 11 里定：C105（打包容器按发布频率重写的写放大）、C106（开放容器数上界）、C109（哪些树的 key 死亡要写墓碑）、C104（扫描路径上码 1 / 2 的载荷完整性无自包含证据）、C103（容器索引无落点）。fsync 交织的删除下开放容器每次发布重写一次——1000 文件每 10 个 fsync 一次 ≈ 6.25 MiB，是 E83（墓碑的粒度） 单次批量口径的约 50 倍（代价账，不定字节）。
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/decisions/18-块里携带什么信息.md:333	**欠**：C98（单元类型标签的值域没有登记位）：门禁比对工装；C107（索引节点的 AAD 身份无落点）；C108（扩展点归属对打包记录单元无判定）：会红的检查；C111（类标签在密文侧无副本）；C103（容器索引无落点）；C105（打包容器按发布频率重写的写放大）；C106（开放容器数上界）；C109（哪些树的 key 死亡要写墓碑）；C113（扫描重建时多版单元的现行版本判定无输入）：检查仍欠；C124（回退行与重放下界没有会红的检查）；C332（回退实例两个根都读不出时回退被撤销）；C335（根槽持续读不出时实例表只增不减）；C121（zoned 上实例表链长无上界）；C120（分叉盘回归的判定与重同步）；C304（实例表链指针记录装不下 83 宽的指针）：会红的检查；C329（写行那次发布之前推抬 F 的空发布没有检查）、C330（中间实例那一行的 T_pub 取所选根的 txg）：检查仍欠；C89（单元头收口的遗留重算） ⑤：E83（墓碑的粒度） 按新头宽重跑。
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/decisions/22-单元原子性怎么合成.md:94	**射程**：只定记账结构的更新形态。写放大这根轴上原地是赢的（E38（记账结构 COW 还是原地），D25（目标负载优先级） 的粒度一改要重跑），决定方向的不是写量；「全盘扫描要多久」没量，池大小是配置项。
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/decisions/22-单元原子性怎么合成.md:422	**射程**：**这一条对原地方案的最强形态成立**（元数据自证走已定项 21、地址一次分配永不变、父指针只在分裂合并时改），因此不依赖 D4（校验和位置） 是否保留。⚠️ **原地方案在一根轴上确实赢，不许当它不存在**：写放大这根轴上原地是赢的（E38（记账结构 COW 还是原地） 的原地臂不重写祖先），杀掉它的是根环，不是写量。同一轮里被打掉的五条理由够不着最强形态、不许再用：原地也要重写整条 Merkle 脊柱；数据侧仍要 COW 所以是两套机制；崩溃点集合爆炸；D9（加密） 的 nonce 重用是硬墙；D5（快照 / 空间记账机制） 的 birth 判据直接失效（各自为什么够不着，原表在决策变更史）。
