组	旧事实	新事实	载体	原文
F3	门禁 91 号与 research/scripts/archive-past-rounds.py 判红时给的出路句里不提示该用哪个基准跑 --apply，不给基准就默认按 HEAD 算；C450（归档删掉的 sync 记录还在役） 记着这两道基准不一致会把还在被 68 号要着的同步记录一起删掉，出路本身没有提示怎么避免。	出路那句话把该用的基准打出来（读 GATE_BASE 环境变量，没给就提示去读门禁那一行「diff 基准 <sha>」），并写明不给基准它会按 HEAD 算、把这一次提交要带的同步记录也当上一轮的删掉。；再进一步，--apply 在没给 GATE_BASE 时当场拒绝执行（退出码 2、一个文件都不删），不再只是出路里的一句提醒，自检里有「不给基准必须被拒绝且没删文件」那一条	.claude/kb/checks-owed.md:388	| C437 | 归档遇到 gitlink 会未捕获异常中止 | `research/scripts/archive-past-rounds.py --apply` 对 `research/results/` 下一个未改动的 gitlink（`160000` 子模块）调 `os.remove()` 会抛 `IsADirectoryError` 直接中止，后面的 `stale_exclusions()` 与 `missing_code_inputs()` 一条都跑不到（正推腿 2026-09-21 在临时仓里构造出来的；仓里现在没有子模块） | `past_round_files()` 按 `git ls-files --stage` 的模式位滤掉 `160000`，并在自检里造一个 gitlink 证明它被跳过 | 无 | 2026-09-21 archive-rename-r1 轮正推腿 J4：同上 |
F3	门禁 91 号与 research/scripts/archive-past-rounds.py 判红时给的出路句里不提示该用哪个基准跑 --apply，不给基准就默认按 HEAD 算；C450（归档删掉的 sync 记录还在役） 记着这两道基准不一致会把还在被 68 号要着的同步记录一起删掉，出路本身没有提示怎么避免。	出路那句话把该用的基准打出来（读 GATE_BASE 环境变量，没给就提示去读门禁那一行「diff 基准 <sha>」），并写明不给基准它会按 HEAD 算、把这一次提交要带的同步记录也当上一轮的删掉。；再进一步，--apply 在没给 GATE_BASE 时当场拒绝执行（退出码 2、一个文件都不删），不再只是出路里的一句提醒，自检里有「不给基准必须被拒绝且没删文件」那一条	.claude/kb/checks-owed.md:391	| C440 | 判决点名的模型目录归档后正文没说清 | 三方判决写「模型目录 `c381-r2-opus-model/`（10 个文件）」（C381（根已落盘之后发布失败，分配器仍退回） 第二轮），归档删掉其中 8 份之后 `ls` 出来只剩 2 份，而正文那句没变——读的人会以为丢了。门禁 40 号新加的第三道只扫 `.claude/kb/experiments.md` 与实验页里的产物引用，够不着 `research/prompts/` 下判决里的模型引用（singlefs-0c 2026-09-21 指出，两份判决已手改成写明哪些在树里、哪些取法是什么） | 判据与 40 号第三道同形：点名的东西要么在树里、要么取得回来，正文还要说清是哪一种。先不扩射程（判决少、归档触及的更少），扩之前要先定判决里「点名一个目录」怎么算 | 无 | 2026-09-21 singlefs-0c 核归档删掉的 C381（根已落盘之后发布失败，分配器仍退回） 模型目录时指出 |
F3	门禁 91 号与 research/scripts/archive-past-rounds.py 判红时给的出路句里不提示该用哪个基准跑 --apply，不给基准就默认按 HEAD 算；C450（归档删掉的 sync 记录还在役） 记着这两道基准不一致会把还在被 68 号要着的同步记录一起删掉，出路本身没有提示怎么避免。	出路那句话把该用的基准打出来（读 GATE_BASE 环境变量，没给就提示去读门禁那一行「diff 基准 <sha>」），并写明不给基准它会按 HEAD 算、把这一次提交要带的同步记录也当上一轮的删掉。；再进一步，--apply 在没给 GATE_BASE 时当场拒绝执行（退出码 2、一个文件都不删），不再只是出路里的一句提醒，自检里有「不给基准必须被拒绝且没删文件」那一条	.claude/kb/checks-owed.md:398	| C450 | 归档删掉的 sync 记录还在役 | **门禁 91 号按「HEAD 里有、工作区没改过」删上一轮的实验记录，而 68 号要求「上次门禁全绿以来的每个触发文件都有阶段同步记录点名」** ⇒ 上一轮提交时门禁没跑绿（`refs/singlefs/gate-ok` 没前移）的话，那一轮的 sync 记录既是「上一轮的、该删」又是「还在被 68 号要着的」，两道直接打架：2026-09-21 实测，归档删掉 `archive-rename-sync.md` 之后，它点名的 17 个触发文件在 `--staged` 跑里全部变成「没在任何同步记录里点名」 | 91 号删一份 `*-sync.md` 之前先问它点名的触发文件还在不在当前基准的改动范围里：在就不删、并说明为什么留；判别力自证用一个「gate-ok 落在上上次提交」的样本仓，那份 sync 记录必须留住。⚠️ **2026-09-21 又撞了一次，根因比立账时写的更窄：两道的时间基准差一格**。68 号的改动范围是 `diff(HEAD~1, 工作区)`（`refs/sop/gate-ok` 不存在时 `diff_
F3	门禁 91 号与 research/scripts/archive-past-rounds.py 判红时给的出路句里不提示该用哪个基准跑 --apply，不给基准就默认按 HEAD 算；C450（归档删掉的 sync 记录还在役） 记着这两道基准不一致会把还在被 68 号要着的同步记录一起删掉，出路本身没有提示怎么避免。	出路那句话把该用的基准打出来（读 GATE_BASE 环境变量，没给就提示去读门禁那一行「diff 基准 <sha>」），并写明不给基准它会按 HEAD 算、把这一次提交要带的同步记录也当上一轮的删掉。；再进一步，--apply 在没给 GATE_BASE 时当场拒绝执行（退出码 2、一个文件都不删），不再只是出路里的一句提醒，自检里有「不给基准必须被拒绝且没删文件」那一条	.claude/kb/checks-owed.md:413	| C470 | 事实表标新立的行没有独立证据 | **候选表的漏召回**：`research/scripts/stale-candidates.py` 的 `build_candidates` 对旧事实以「新立：」开头的行无条件跳过（第 270–271 行），`--check-facts` 那道闸只拦得住两种冒充形态——检索词在基准那一版有命中，或新事实里出现「落地 / 实现 / 已有 / 跑完 / 还清 / 有了」任一个（第 317 行，词表在第 73 行）。⇒ 写表人给一件**真变了**的事实选一个基准那一版零命中的检索词、标「新立：」、新事实又避开那六个词，三件事全过闸，那件事实的旧说法**一行都进不了候选表**；而阶段同步只强制逐行全看候选表那 138 行，事实表那 21 行没有任何一道闸要求主 agent 重读。判别子（检索词选得好不好）是写表人自己选的，闸看不到。工具作者自己在文件头第 35–37 行逐字写着这一格「管不到」 | 标「新立：」的行要点名它新立的那个东西的唯一登记位（新欠账编号、新门禁阶段的文件路径、新实验号），`--check-facts` 核「那个登记位
F3	门禁 91 号与 research/scripts/archive-past-rounds.py 判红时给的出路句里不提示该用哪个基准跑 --apply，不给基准就默认按 HEAD 算；C450（归档删掉的 sync 记录还在役） 记着这两道基准不一致会把还在被 68 号要着的同步记录一起删掉，出路本身没有提示怎么避免。	出路那句话把该用的基准打出来（读 GATE_BASE 环境变量，没给就提示去读门禁那一行「diff 基准 <sha>」），并写明不给基准它会按 HEAD 算、把这一次提交要带的同步记录也当上一轮的删掉。；再进一步，--apply 在没给 GATE_BASE 时当场拒绝执行（退出码 2、一个文件都不删），不再只是出路里的一句提醒，自检里有「不给基准必须被拒绝且没删文件」那一条	.claude/kb/checks-owed.md:436	| C468 | 判错的原始证据不落盘 | 门禁 68 号（阶段同步记录）加判据 ⑤：这一次提交要带上的每份同步记录（还没进 HEAD 的那几份）要有「## 原始证据」小节，小节里恰好一张表，表头逐字 `材料 / 路径 / 行数`，至少一行；逐行核材料格非空、路径是仓库根起且在仓里现存、行数与那份文件的 `wc -l` 逐字相等。⑤ 的基准是 HEAD 而不是 `GATE_BASE`（①–④ 用后者）：拿 `GATE_BASE` 判会连上一个提交里已经写好的记录一起判，而那份是冻结证据、改不得，它的材料也归档了——理由写在脚本里 `uncommitted_records` 那一段。判别力自证：红样本五种坏法（整节缺掉、表头写错、表一行都没有、点名的候选表不在仓里、行数与 `wc -l` 对不上）各一份记录，逐个判红；green 两份记录各带一张对得上的表（含一个反引号包着的路径、一份不以换行结尾的材料）判绿并报对数 | 2026-09-22 |
F3	门禁 91 号与 research/scripts/archive-past-rounds.py 判红时给的出路句里不提示该用哪个基准跑 --apply，不给基准就默认按 HEAD 算；C450（归档删掉的 sync 记录还在役） 记着这两道基准不一致会把还在被 68 号要着的同步记录一起删掉，出路本身没有提示怎么避免。	出路那句话把该用的基准打出来（读 GATE_BASE 环境变量，没给就提示去读门禁那一行「diff 基准 <sha>」），并写明不给基准它会按 HEAD 算、把这一次提交要带的同步记录也当上一轮的删掉。；再进一步，--apply 在没给 GATE_BASE 时当场拒绝执行（退出码 2、一个文件都不删），不再只是出路里的一句提醒，自检里有「不给基准必须被拒绝且没删文件」那一条	.claude/kb/decisions/15-格式冻结政策.md:222	2. **向后兼容回归（黄金镜像）**：每次某组件版本变化时用**当时的代码**生成一份镜像并归档，门禁用**当前代码**去读全部历史镜像、跑 checker、比对期望内容摘要。镜像本体**不进 git**（`.claude/singlefs-ai-sop/rules/command-safety.md`：测试镜像不许放仓库内），仓库只提交清单 `.claude/kb/golden-images.toml`；镜像放 `${SINGLEFS_GOLDEN_DIR:-$HOME/.cache/singlefs-golden}`。清单**只增不删**——删掉某版本的回归等于悄悄放弃对它的兼容承诺，必须走决策记录。
F3	门禁 91 号与 research/scripts/archive-past-rounds.py 判红时给的出路句里不提示该用哪个基准跑 --apply，不给基准就默认按 HEAD 算；C450（归档删掉的 sync 记录还在役） 记着这两道基准不一致会把还在被 68 号要着的同步记录一起删掉，出路本身没有提示怎么避免。	出路那句话把该用的基准打出来（读 GATE_BASE 环境变量，没给就提示去读门禁那一行「diff 基准 <sha>」），并写明不给基准它会按 HEAD 算、把这一次提交要带的同步记录也当上一轮的删掉。；再进一步，--apply 在没给 GATE_BASE 时当场拒绝执行（退出码 2、一个文件都不删），不再只是出路里的一句提醒，自检里有「不给基准必须被拒绝且没删文件」那一条	.claude/kb/experiments/07-离线索引harness.md:172	产物 `e7-index-2026-08-29-file.out`（这是E7（离线索引 harness）第一次有归档产物）。
F3	门禁 91 号与 research/scripts/archive-past-rounds.py 判红时给的出路句里不提示该用哪个基准跑 --apply，不给基准就默认按 HEAD 算；C450（归档删掉的 sync 记录还在役） 记着这两道基准不一致会把还在被 68 号要着的同步记录一起删掉，出路本身没有提示怎么避免。	出路那句话把该用的基准打出来（读 GATE_BASE 环境变量，没给就提示去读门禁那一行「diff 基准 <sha>」），并写明不给基准它会按 HEAD 算、把这一次提交要带的同步记录也当上一轮的删掉。；再进一步，--apply 在没给 GATE_BASE 时当场拒绝执行（退出码 2、一个文件都不删），不再只是出路里的一句提醒，自检里有「不给基准必须被拒绝且没删文件」那一条	.claude/kb/experiments/109-位置权威三臂的运行时代价.md:115	| D21（权威态与派生态的分界） 已定项 1 | 支撑 | 2026-09-21 不受影响：产物只是从归档状态取回（装置源码 include_str! 在编译期读它），与归档前逐字节相同；正文、结论与数都没动 |
F3	门禁 91 号与 research/scripts/archive-past-rounds.py 判红时给的出路句里不提示该用哪个基准跑 --apply，不给基准就默认按 HEAD 算；C450（归档删掉的 sync 记录还在役） 记着这两道基准不一致会把还在被 68 号要着的同步记录一起删掉，出路本身没有提示怎么避免。	出路那句话把该用的基准打出来（读 GATE_BASE 环境变量，没给就提示去读门禁那一行「diff 基准 <sha>」），并写明不给基准它会按 HEAD 算、把这一次提交要带的同步记录也当上一轮的删掉。；再进一步，--apply 在没给 GATE_BASE 时当场拒绝执行（退出码 2、一个文件都不删），不再只是出路里的一句提醒，自检里有「不给基准必须被拒绝且没删文件」那一条	.claude/kb/experiments/109-位置权威三臂的运行时代价.md:116	| D21（权威态与派生态的分界） 已定项 6 | 支撑 | 2026-09-21 不受影响：产物只是从归档状态取回（装置源码 include_str! 在编译期读它），与归档前逐字节相同；正文、结论与数都没动 |
F3	门禁 91 号与 research/scripts/archive-past-rounds.py 判红时给的出路句里不提示该用哪个基准跑 --apply，不给基准就默认按 HEAD 算；C450（归档删掉的 sync 记录还在役） 记着这两道基准不一致会把还在被 68 号要着的同步记录一起删掉，出路本身没有提示怎么避免。	出路那句话把该用的基准打出来（读 GATE_BASE 环境变量，没给就提示去读门禁那一行「diff 基准 <sha>」），并写明不给基准它会按 HEAD 算、把这一次提交要带的同步记录也当上一轮的删掉。；再进一步，--apply 在没给 GATE_BASE 时当场拒绝执行（退出码 2、一个文件都不删），不再只是出路里的一句提醒，自检里有「不给基准必须被拒绝且没删文件」那一条	.claude/kb/experiments/109-位置权威三臂的运行时代价.md:117	| D21（权威态与派生态的分界） 已定项 19 | 支撑 | 2026-09-21 不受影响：产物只是从归档状态取回（装置源码 include_str! 在编译期读它），与归档前逐字节相同；正文、结论与数都没动 |
F3	门禁 91 号与 research/scripts/archive-past-rounds.py 判红时给的出路句里不提示该用哪个基准跑 --apply，不给基准就默认按 HEAD 算；C450（归档删掉的 sync 记录还在役） 记着这两道基准不一致会把还在被 68 号要着的同步记录一起删掉，出路本身没有提示怎么避免。	出路那句话把该用的基准打出来（读 GATE_BASE 环境变量，没给就提示去读门禁那一行「diff 基准 <sha>」），并写明不给基准它会按 HEAD 算、把这一次提交要带的同步记录也当上一轮的删掉。；再进一步，--apply 在没给 GATE_BASE 时当场拒绝执行（退出码 2、一个文件都不删），不再只是出路里的一句提醒，自检里有「不给基准必须被拒绝且没删文件」那一条	.claude/kb/experiments/109-位置权威三臂的运行时代价.md:118	| D26（后台整理与放置回收） 已定项 5 | 备料 | 2026-09-21 不受影响：产物只是从归档状态取回（装置源码 include_str! 在编译期读它），与归档前逐字节相同；正文、结论与数都没动 |
F3	门禁 91 号与 research/scripts/archive-past-rounds.py 判红时给的出路句里不提示该用哪个基准跑 --apply，不给基准就默认按 HEAD 算；C450（归档删掉的 sync 记录还在役） 记着这两道基准不一致会把还在被 68 号要着的同步记录一起删掉，出路本身没有提示怎么避免。	出路那句话把该用的基准打出来（读 GATE_BASE 环境变量，没给就提示去读门禁那一行「diff 基准 <sha>」），并写明不给基准它会按 HEAD 算、把这一次提交要带的同步记录也当上一轮的删掉。；再进一步，--apply 在没给 GATE_BASE 时当场拒绝执行（退出码 2、一个文件都不删），不再只是出路里的一句提醒，自检里有「不给基准必须被拒绝且没删文件」那一条	.claude/kb/experiments/109-位置权威三臂的运行时代价.md:119	| D9（加密） 已定项 9 | 备料 | 2026-09-21 不受影响：产物只是从归档状态取回（装置源码 include_str! 在编译期读它），与归档前逐字节相同；正文、结论与数都没动 |
