组	旧事实	新事实	载体	原文
A5	C245（超级块槽的写频率，两条条款说反话） 的记法	C245（超级块槽的写频率，两条条款说反话） 补记「每个 checkpoint 一次」与「每次发布一次」是同一个频率	.claude/kb/checks-owed.md:227	| C245 | 超级块槽的写频率，两条条款说反话 | **D22（单元原子性怎么合成） 已定项 9 逐字「每次发布还要更新它的槽」，而 D23（journal 的角色与格式） 已定项 3 那一行逐字「**只在 checkpoint 持久之后写一次，不上 fsync 路径** \| 稳态开销因此是每 checkpoint 一次，不是每 fsync 一次」——而 journal tail 就住在超级块里。** ⇒ 同一个结构的写频率，一条说每次发布、一条说每 checkpoint 一次，两者差的不是措辞：D23（journal 的角色与格式） 同一格自己就把这个误读写成警告（当成每 fsync 一次会「**差三个数量级**」）。⚠️ **它今天就在改变判决**：凡是拿「超级块每次发布都写」去论证的推理（例如「住超级块的指针会不会陈旧」）都要按正确的频率重算——按 D23（journal 的角色与格式） 的口径，超级块在两次 checkpoint 之间**根本不写**，那么住在里面的任何每代会变的量都会陈旧整整一个 checkpoint 周期 | **决策侧 2026-09-13 已收口（
A5	C245（超级块槽的写频率，两条条款说反话） 的记法	C245（超级块槽的写频率，两条条款说反话） 补记「每个 checkpoint 一次」与「每次发布一次」是同一个频率	.claude/kb/checks-owed.md:302	| C331 | 择根倒挂压过已确认的写 | 较旧实例的全部根暂时读不出时，新实例的第一次发布从更旧的根往上数 txg；那些根以后又读得出，txg 更高的它们被择新选中（D22（单元原子性怎么合成） 第 487 行按 checkpoint_txg 择新、平局才看实例代号），新实例已确认的写被压过去（第一轮攻方腿 6 个故障；C329（写行那次发布之前推抬 F 的空发布没有检查）、C330（中间实例那一行的 T_pub 取所选根的 txg） 的写回管的是谓词，挡不住择根）。D23（journal 的角色与格式） 已定项 14 注 3「新实例从前缀末 + 1 接着写」还会让新实例的第一条记录落在读不出那条根的记录槽上，把它唯一的记录见证盖掉（今天的规则不拿那条记录当见证，所以今天看不出后果） | 多次挂载的崩溃点重放里注入「较新实例的全部根暂时读不出、之后又读得出」，逐状态判：已确认返回的写，在之后每一次挂载选的根上都读得回；判别力自证：今天的择新规则在这个注入下必须红 | 修法（计数器从全环最大 + 1 起、超级块带 txg、或记录扫描水位）要另过三方；多次挂载的录制流 | 2026-0
A5	C245（超级块槽的写频率，两条条款说反话） 的记法	C245（超级块槽的写频率，两条条款说反话） 补记「每个 checkpoint 一次」与「每次发布一次」是同一个频率	.claude/kb/checks-owed.md:327	| C355 | checkpoint 保留池池级扣而固定点每块要落两列 | D28（挂载期承诺量） 已定项 4 把 checkpoint 保留池并进准入不等式作池级一项、不按设备求和，而固定点写出的每一块按 D2（RAID 条带策略） 已定项 6 落两列；同一份 D28（挂载期承诺量） 已定项 3 对同类量（切换预留、暖机 c_max）是按设备各加的。E141（切换预留的挂载准入自证） 判据 3 已量出池级标量臂在「盘 0 是份额加 50、盘 1 是份额减 1」的池上判可写、按设备臂判只读，而它自陈保留池不在装置罩的那一项里 | 挂载准入的对拍把 checkpoint 保留池也扫成两臂：同一格池（一块盘短 1 块、另一块富余）下按设备扣的臂判只读、池级标量臂判可写，两臂给同一结论即判红；判别力自证：把保留池改成按设备各扣一份，那一格必须由红转绿 | E141（切换预留的挂载准入自证） 的装置已有两臂与取样点，缺的是把第八项加进去；实现侧的挂载准入，与 C126（切换预留的最坏量没有口径） 同一前置 | `records/2026-09-13-总审核.md` 第五节第 11 行与第六节
A5	C245（超级块槽的写频率，两条条款说反话） 的记法	C245（超级块槽的写频率，两条条款说反话） 补记「每个 checkpoint 一次」与「每次发布一次」是同一个频率	.claude/kb/checks-owed.md:338	| C363 | 现算保留池时树高从哪读没有条款 | D28（挂载期承诺量） 已定项 4 定 ckpt_cost = Σ（每棵记录树当前的高）+ 记账树每发布的节点数，每次发布按当时的树高现算；而发布那一刻「每棵记录树当前的高」从哪读——码 2 节点头里的层级字段加树表条目的根指针，还是挂载时建、发布时维护的一份内存派生态——全仓没有条款，「记录树」指哪几棵也没写：E148（提交固定点按两棵记录树重算） 只建了分配记录树与中央映射树，自陈条带成员表与 livelist 没进模型。C83（提交固定点没人回答） 欠的是收敛轮数，不答输入 | 实现侧：发布路径读树高的那一步要有一处条款点名它读哪个结构；对拍里把一棵记录树的高改高一层而不改 ckpt_cost，准入必须由绿转红 | 无 | 2026-09-16 三方核查现查，`records/2026-09-13-总审核.md` 第五节第 11 行。⚠️ **2026-09-17 三方第一轮（打中的挂起，待第二、三轮，判决同 C355（checkpoint 保留池池级扣而固定点每块要落两列） 那一行）**：按层级读树高的三条臂都少算，少算的不
A5	C245（超级块槽的写频率，两条条款说反话） 的记法	C245（超级块槽的写频率，两条条款说反话） 补记「每个 checkpoint 一次」与「每次发布一次」是同一个频率	.claude/kb/checks-owed.md:339	| C364 | 整理意图记录没有字段表 | D26（后台整理与放置回收） 已定项 1 / 2 要求整理意图记录装下区域 `R`、`c0`（签发那一刻的分配代）、`segs0`（签发那一刻的全空聚簇段数，必须以值写进去）与续做点四样，四样的宽度与编码全仓一处都没有；已定项 2 第 3 条逐字「零格式位：不新增任何盘上字段」，而同一项要求这几样住在一条随根回退的盘上记录里，两句要按「树里一条普通 key 的 value，不是新字段」读才相容，那个读法没有写下来 | 门禁：意图记录的 key 与 value 各有一处字段表登记位，整理装置写出的意图与登记位逐字段比对，对不上判红；判别力自证：把 `segs0` 从 value 里拿掉，检查必须由绿转红 | 无（第一个事务与第二个事务都不含整理意图） | 2026-09-16 三方核查现查，`records/2026-09-13-总审核.md` 第五节第 12 行。⚠️ **2026-09-17 三方第一轮（打中的挂起，待第二、三轮，判决 `research/prompts/c364-r1-main-verification.md`）**：R
A5	C245（超级块槽的写频率，两条条款说反话） 的记法	C245（超级块槽的写频率，两条条款说反话） 补记「每个 checkpoint 一次」与「每次发布一次」是同一个频率	.claude/kb/checks-owed.md:340	| C365 | 恢复路径的链首不锚在所选根覆盖的最后一条 | 提交 `fbae43e` 的 `crates/singlefs-core/src/recovery.rs` 里 `replay_journal` 把水位之上的记录按 (实例, 计数器) 排序、从第一条接链（第 391–404 行），不锚在所选根覆盖的最后一条记录上、也不判链首的实例；D23（journal 的角色与格式） 已定项 14 注 1 逐字「链从所选根覆盖的最后一条记录之后接，下一条的实例代号与所选根不同即停……所选根是 mkfs 的第 0 代根时它一条记录都不覆盖……一条都不施加」，实现会施加暖机那一条。E142（第一个事务的干跑） 装置是同一个算法，判据只比读回的文件、空发布不改文件，层 0 不红 | 层 0 重放的判据加「施加的记录集合」逐条与条款比；最短样本：暖机 txg 1 的记录落盘、根没落 → 崩 → 恢复施加 0 条；判别力自证：把链首改回「水位之上第一条」必须红 | 「所选根覆盖到的计数器」怎么求要先定，C245（超级块槽的写频率，两条条款说反话） 第二轮在判 | 2026-09-17 C245（
A5	C245（超级块槽的写频率，两条条款说反话） 的记法	C245（超级块槽的写频率，两条条款说反话） 补记「每个 checkpoint 一次」与「每次发布一次」是同一个频率	.claude/kb/checks-owed.md:342	| C367 | I-8.5 的字面后半句在合法镜像上不成立 | `invariants.md` I-8.5（tail 槽有效集非空） 逐字「全部 tail 槽位中自证校验和通过的记录集合非空，且其中除代号最大者外至少还有一条更早的」；D23（journal 的角色与格式） 已定项 18 逐字「不另设 tail 槽」，「tail 槽位」只能读成每块盘的两个超级块槽；字节表零节 m4 mkfs 写两槽同内容、世代号 1，撕裂写之后一块盘上只剩一个自证过的槽——两个合法状态都违反后半句 | I-8.5 改写之后 checker 判「每块盘两个超级块槽里自证过的集合非空」：两槽都改坏必须红，mkfs 刚写完的镜像必须绿 | C245（超级块槽的写频率，两条条款说反话） 定下 tail 住哪之后再改写（tail 不住超级块时主语消失，前半句作为超级块自己的不变量留下） | 2026-09-17 C245（超级块槽的写频率，两条条款说反话） 三方第一轮正推腿与攻方腿都指出，主 agent 核字节表零节 m4 |
A5	C245（超级块槽的写频率，两条条款说反话） 的记法	C245（超级块槽的写频率，两条条款说反话） 补记「每个 checkpoint 一次」与「每次发布一次」是同一个频率	.claude/kb/checks-owed.md:350	| C376 | 发布边界在链尾没有输入 | D23（journal 的角色与格式） 已定项 14 前缀判定第六条逐字「施加的单位是一次发布——合法前缀停在一次发布的两个事务之间时，那次发布整体不施加」，而记录头没有「本次发布第几条 / 共几条」这类字段、提交标记是事务级的（D23（journal 的角色与格式） 已定项 7），链尾那条之后读不出时判不出这次发布写完了没有。已定项 15 让每条记录带整次发布的新根段 ⇒ 链尾照施加会装上缺记录的发布，它引用而没被施加的记录点名的单元坏了或被复用时，fsync 已返回的那一版读不出——挂载内实例切换「失败那次的分配不存在」让新固定点单元可以落在原固定点单元的槽上，这一格一个介质故障都不要；链尾一律不施加则根槽读不出时丢已返回的数据。与链首怎么找、超级块存不存 tail 无关 | 崩溃点重放加一条录制流：一次发布两个事务、第二条记录写报错 → 挂载内实例切换 → 重发 → 崩在之后任一状态，每个状态判「读回的是 fsync 已返回的那一版或之后写出的」；判别力自证：把链尾换回照施加，切换复用固定点单元槽的那几个状态必须红 | 条款先补一个链
A5	C245（超级块槽的写频率，两条条款说反话） 的记法	C245（超级块槽的写频率，两条条款说反话） 补记「每个 checkpoint 一次」与「每次发布一次」是同一个频率	.claude/kb/checks-owed.md:351	| C377 | 回退复用水位之上记录点名的单元 | D23（journal 的角色与格式） 已定项 14 显式例外写「崩在它之前，下一次挂载选的根、施加的记录、已发布谓词的判定都与没发起回退时相同」，而回退从 R_old 的账重新载入分配器，影子账窄读法只隔离「只被被抛弃根引用」的槽，I-7.4（近 K 代块未被复用） 与 D16（发布语义） 已定项 1 的可再分配界也只护根引用的或已释放的单元——「水位之上、自证通过的记录点名、而那次发布的根从没落盘」的单元不在任何一条的保护里。回退那次发布复用它、崩在根之前，再挂载时那条记录施加前验证不过、断链，没发起回退时本可施加 | 回退录制流（回退根没落盘的每个状态）断言 recover 结果与「对回退之前的镜像做普通恢复」逐字段相等；判别力自证：去掉对这类单元的隔离，基态「数据发布记录落盘、根没落」上必须红 | 回退写者（里程碑「第二个事务」步 4）；链尾没有发布边界输入时只隔离记录点名的单元不够（C376（发布边界在链尾没有输入）），还要隔离那些记录新根段里出生 txg 大于所选根的单元 | 2026-09-17 C245（超级块槽的写
A5	C245（超级块槽的写频率，两条条款说反话） 的记法	C245（超级块槽的写频率，两条条款说反话） 补记「每个 checkpoint 一次」与「每次发布一次」是同一个频率	.claude/kb/decisions/16-发布语义.md:290	⚠️ **超级块槽（2026-09-13 用户定案）**：根槽持久之后再更新超级块槽，每个 checkpoint 一次（C245（超级块槽的写频率，两条条款说反话） 的收口）；它是发布序列的最后一步、进层 0 枚举——E142（第一个事务的干跑） 的 t11 与第四次跑的 262162 个状态（只数事务那 21 条写时 65543）按这条算，一次发布的段序列因此唯一。
A5	C245（超级块槽的写频率，两条条款说反话） 的记法	C245（超级块槽的写频率，两条条款说反话） 补记「每个 checkpoint 一次」与「每次发布一次」是同一个频率	.claude/kb/decisions/17-实现分层与第三方管道.md:200	>    ⚠️ **第一轮三方论证（2026-09-13，`research/prompts/d17-r1-main-verification.md`）：按跑前写死的失败条款，不写条款，先定判据。** 三条腿一致打中判据 3-1：「按 `CommitStep` 成员集合分」太粗——E142（第一个事务的干跑） 自己的两行产物（`layer0` 65543 个状态与 `layer0_fua_not_boundary` 65546 个）就是一对成员集合逐字相同、段的切法不同、崩溃状态集合不同的序列，E77（发布的持久顺序） 摘掉第二道屏障多出七类状态是第二对。判据改成候选乙的方向：**两条线同类 ⟺ 对最小封闭单元里每一条根槽写路径（发布、mkfs 种子、实例切换 / 管理员回退，D13（验证路线） 已定项 1 自己列的三种写者），录制流在「段边界的位置 + 每段步骤种类的多重集」上同构**；合成手段（读回校验 / 双写 / 补一条日志）不加成员但加排序点，落在同一条判据里。判据 3-4 打中：「每条线一个封闭枚举」与 D13（验证路线）「一」逐字「必须改这个共享定义」、D17（实现分层与
A5	C245（超级块槽的写频率，两条条款说反话） 的记法	C245（超级块槽的写频率，两条条款说反话） 补记「每个 checkpoint 一次」与「每次发布一次」是同一个频率	.claude/kb/decisions/22-单元原子性怎么合成.md:659	**定案之前那一格（2026-09-03 立项到 2026-09-13 的经过，原已定项 9 那一行的正文，逐字保留）**：**未定**：已定项 8 定了超级块每盘一份、按槽轮换更新，已定三定了原地覆写的结构要带整单元校验和与被实际检查的世代号——**但超级块里到底有哪些字段、各多宽，一处都没写过**。已知它至少要装下：设备表、journal 几何、tail 槽、根环参数、各种阈值（树表不在其中：树表住根记录的间接层，已定项 12；2026-09-13 C241（树表归谁，两条用户定案说反话） 收口时从这份清单拿掉）（[layout/01-first-txn.md](../layout/01-first-txn.md) 第一节列的那些），而这些都只是「要有」，没有一个定过宽度或编码。它是 mkfs 就要写出来的第一批字节。正文见 D22（单元原子性怎么合成）「已定项 9」 改第一个事务的字节：**是**（2026-09-03，依据：mkfs 写超级块、每个 checkpoint 持久之后还要更新它的槽（D23（journal 的角色与格式） 已定项 3：tail 推进按 checkpo
A5	C245（超级块槽的写频率，两条条款说反话） 的记法	C245（超级块槽的写频率，两条条款说反话） 补记「每个 checkpoint 一次」与「每次发布一次」是同一个频率	.claude/kb/decisions/23-journal的角色与格式.md:799	| 2 | **随每次发布写一次，是发布序列的最后一步** | D16（发布语义） 已定项 7 的注（2026-09-13 用户定案）：根槽持久之后再更新超级块槽、进层 0 枚举；D16（发布语义） 已定项 6（2026-09-02 用户定案）逐字「每次发布把 `checkpoint_txg` 加一——**fsync 触发的发布也是发布**」⇒ 「每个 checkpoint 一次」与「每次发布一次」是同一个频率，fsync 触发的发布同样要写超级块槽。[layout/01-first-txn.md](../layout/01-first-txn.md) 零与一两节按这个频率写：两次暖机空发布与第一个事务各推进一次 tail。⚠️ **「已定项 3：两条臂差 21 : 500，方向一边倒」那一节的代价表建在「tail 按 checkpoint 推进、比 fsync 稀疏得多」这个前提上，按 D16（发布语义） 已定项 6 与已定项 7 这个前提不成立**；按新频率重算之后已定项 3 取超级块形态的依据还站不站得住，是一次推论，落 C245（超级块槽的写频率，两条条款说反话） |
A5	C245（超级块槽的写频率，两条条款说反话） 的记法	C245（超级块槽的写频率，两条条款说反话） 补记「每个 checkpoint 一次」与「每次发布一次」是同一个频率	.claude/kb/decisions/23-journal的角色与格式.md:897	⚠️ **这张表的「21 块」按 tail 每 checkpoint 推进一次、比 fsync 稀疏得多来算，而 D16（发布语义） 已定项 6 与已定项 7 的注（均为用户定案）定下超级块槽随每次发布写一次、fsync 触发的发布也是发布** ⇒ 按 E23（journal 几何） 的 20000 次 fsync 口径，jbd2 形态那一格不是 21 块。换算之后「方向一边倒」还成不成立、已定项 3 的依据要不要重给，是一次推论，待三方论证，落 C245（超级块槽的写频率，两条条款说反话）。
A5	C245（超级块槽的写频率，两条条款说反话） 的记法	C245（超级块槽的写频率，两条条款说反话） 补记「每个 checkpoint 一次」与「每次发布一次」是同一个频率	.claude/kb/milestone/02-second-txn.md:315	| 6 | 链首锚与链尾边界：C245（超级块槽的写频率，两条条款说反话） 第三轮 2026-09-16 发了腿没收尾，第二轮交用户的题面「链首锚与链尾边界各放哪」没交；C365（恢复路径的链首不锚在所选根覆盖的最后一条） 只修了锚点记录读不出那一格；C376（发布边界在链尾没有输入）；C377（回退复用水位之上记录点名的单元）；C331（择根倒挂压过已确认的写） 的追加（回退与切换时「前缀末」没绑参数、ringmax 回绕） | 三方撂下；交用户 | 等（记录粒度） | 等增补 1；第三轮重出材料再派 | `research/prompts/c245-r2-main-verification.md`；`.claude/kb/checks-owed.md` |
A5	C245（超级块槽的写频率，两条条款说反话） 的记法	C245（超级块槽的写频率，两条条款说反话） 补记「每个 checkpoint 一次」与「每次发布一次」是同一个频率	.claude/kb/milestone/02-second-txn.md:345	| 33 | 两轮三方（C245（超级块槽的写频率，两条条款说反话） 第三轮、C355（checkpoint 保留池池级扣而固定点每块要落两列） / C363（现算保留池时树高从哪读没有条款） 第三轮）发了腿没收尾，没有任何检查报警 | 流程缺口 | — | 门禁 66 号已立（`.claude/gate.d/66-abandoned-rounds.sh`）；两轮登记撂下、等增补 1（`research/prompts/abandoned-rounds.tsv`；同批还有 c364-r3，C364（整理意图记录没有字段表） 属后台整理、不在这个里程碑） | 第 5、6 行 |
A5	C245（超级块槽的写频率，两条条款说反话） 的记法	C245（超级块槽的写频率，两条条款说反话） 补记「每个 checkpoint 一次」与「每次发布一次」是同一个频率	.claude/rules/implementation-first.md:18	| C245（超级块槽的写频率，两条条款说反话） | 正推腿读 E142（第一个事务的干跑） 装置判 tail 不承重 | `crates/singlefs-core/src/recovery.rs` 同样不读 tail；装置与实现是两份代码，结论一致是核出来的，不是默认的 |
A5	C245（超级块槽的写频率，两条条款说反话） 的记法	C245（超级块槽的写频率，两条条款说反话） 补记「每个 checkpoint 一次」与「每次发布一次」是同一个频率	records/2026-09-13-总审核.md:164	| 7 | D23（journal 的角色与格式） 已定项 3 改动 2 那一行 | 「只在 checkpoint 持久之后写一次，不上 fsync 路径」在第一版不成立（每次发布都写超级块槽，D16（发布语义） 已定项 7 的注）；21 : 500 那笔代价账塌 | 未改；C245（超级块槽的写频率，两条条款说反话） 的收口只改了 D16（发布语义） 那一侧 |
A6	C327（变异表的锚点腐化没有会红的检查） 状态	C327（变异表的锚点腐化没有会红的检查） 还清：门禁 33 号加锚点子串计数、4 条腐化锚点各跑一次变异	.claude/kb/checks-owed.md:373	| C327 | 变异表的锚点腐化没有会红的检查 | 2026-09-16 门禁 33 号加子串计数（仍不跑变异）：每张表逐条核「原文」在同名源码里恰好命中一次，命中不是 1 次就判红并列出表名、条目名、表行号与命中数，red / green 两个样本双向证过会红。同日先把 4 条腐化的锚点修到命中 1 次——e143 两条随常量改名跟上、e79 一条随 `LOC_ENTRY` 跟上、e67 一条多带一行上下文变唯一——各跑一次 `mutate.sh` 证明仍被抓（e143 十条全抓、e79 六条全抓、e67 的 M2 被抓），全仓 142 张表 1396 条复查全部命中 1 次 | 2026-09-16 |
A6	C327（变异表的锚点腐化没有会红的检查） 状态	C327（变异表的锚点腐化没有会红的检查） 还清：门禁 33 号加锚点子串计数、4 条腐化锚点各跑一次变异	.claude/kb/experiments/67-一条条带参与哪几块盘.md:115	2026-09-16 多带一行上下文改成唯一命中后复跑，M2 / M3 / M4 三条都红（C327（变异表的锚点腐化没有会红的检查） 当日还清）。
A6	C327（变异表的锚点腐化没有会红的检查） 状态	C327（变异表的锚点腐化没有会红的检查） 还清：门禁 33 号加锚点子串计数、4 条腐化锚点各跑一次变异	.claude/rules/mutation-sampling.md:95	（`.claude/gate.d/33-mutation-tables.sh`，C327（变异表的锚点腐化没有会红的检查） 已还清）。
A8	C104（扫描路径上码 1 / 2 的载荷完整性无自包含证据） 与 C113（扫描重建时多版单元的现行版本判定无输入） 第四列	C104 与 C113 第四列词从「已还」改成「决策已定、检查仍欠」——与已还清表同一个词，检索时分不开	.claude/kb/checks-owed.md:99	| C89 | 单元头收口的遗留重算 | C68（不变量白名单与已定条款打架）收口把单元头从 55 字节假设改成 91 字节初值，**三笔账没人跟着改**：① E58（校验和粒度的端到端代价）的读模型把 108 字节指针载荷整个加在 G 之外，而其中单元头 55 字节住单元内、本来就在 G 里——**重复计账**（2026-09-02 对抗轮独立发现，e58 源码注释逐字「单元头 55 + 指针头部 31 + 位置条目 22」而成本式全加），每单元额外应为 53 字节（⚠️ **源码早已改成 53，而留存产物一直是 108 那一版跑的**：2026-09-16 现查 `e58-csum-grain-repro-2026-08-31.out` 的 `meta_*` 六行仍写 `ptr_bytes=108`，当日重跑装出 `e58-csum-grain-repro-2026-09-16.out`（`ptr_bytes=53`、`meta_g32768 meta_ratio=0.001617` 与正文的 0.162% 对上），`replay.sh` 里 E58（校验和粒度的端到端代价） 那一
