fault	arm	suffix	steps	final_mount	readback	violated	isolated_per_device	isolated_by_check	isolated_at_mount	free_minus_allocatable	check_reads	check_read_bytes	switches	reads_refused	check_events
F7-map-bug-leaf-same-publish	N3-keep-allocated	MMOM	M:ok M:ok O:ok M:ok	ok	same	-	[0, 0]	0	0	[0, 0]	18	327680	0	0	-
F7-map-bug-leaf-same-publish	N3-keep-allocated	MOFF	M:ok O:ok F:noop F:noop	ok	same	-	[0, 0]	0	0	[0, 0]	10	196608	0	0	-
F7-map-bug-leaf-same-publish	N3-keep-allocated	MOFM	M:ok O:ok F:noop M:ok	ok	same	-	[0, 0]	0	0	[0, 0]	14	262144	0	0	-
F7-map-bug-leaf-same-publish	N3-keep-allocated	MOFO	M:ok O:ok F:noop O:ok	ok	same	-	[0, 0]	0	0	[0, 0]	16	327680	0	0	-
F7-map-bug-leaf-same-publish	N3-keep-allocated	MOMF	M:ok O:ok M:ok F:noop	ok	same	-	[0, 0]	0	0	[0, 0]	14	262144	0	0	-
F7-map-bug-leaf-same-publish	N3-keep-allocated	MOOF	M:ok O:ok O:ok F:ok(F=3,reclaimed=1)	ok	same	-	[0, 0]	0	0	[0, 0]	22	425984	0	0	-
F7-map-bug-leaf-same-publish	N3-keep-allocated	MOOM	M:ok O:ok O:ok M:ok	ok	same	-	[0, 0]	0	0	[0, 0]	22	425984	0	0	-
F7-map-bug-leaf-same-publish	N3-keep-allocated	MOMO	M:ok O:ok M:ok O:ok	ok	same	-	[0, 0]	0	0	[0, 0]	20	393216	0	0	-
F7-map-bug-leaf-same-publish	N3-keep-allocated	MOMM	M:ok O:ok M:ok M:ok	ok	same	-	[0, 0]	0	0	[0, 0]	18	327680	0	0	-
F7-map-bug-leaf-same-publish	N3-keep-allocated	OFFF	O:ok F:noop F:noop F:noop	ok	same	-	[0, 0]	0	0	[0, 0]	7	163840	0	0	t1@50316:record-kept-allocated
F7-map-bug-leaf-same-publish	N3-keep-allocated	MOOO	M:ok O:ok O:ok O:ok	ok	same	-	[0, 0]	0	0	[0, 0]	22	458752	0	0	-
F7-map-bug-leaf-same-publish	N3-keep-allocated	OFFM	O:ok F:noop F:noop M:ok	ok	same	-	[0, 0]	0	0	[0, 0]	13	262144	0	0	t1@50316:record-kept-allocated
F7-map-bug-leaf-same-publish	N3-keep-allocated	OFFO	O:ok F:noop F:noop O:ok	ok	same	-	[0, 0]	0	0	[0, 0]	13	294912	0	0	t1@50316:record-kept-allocated
F7-map-bug-leaf-same-publish	N3-keep-allocated	OFOF	O:ok F:noop O:ok F:ok(F=3,reclaimed=1)	ok	same	-	[0, 0]	0	0	[0, 0]	17	360448	0	0	t1@50316:record-kept-allocated
F7-map-bug-leaf-same-publish	N3-keep-allocated	OFMO	O:ok F:noop M:ok O:ok	ok	same	-	[0, 0]	0	0	[0, 0]	19	393216	0	0	t1@50316:record-kept-allocated
F7-map-bug-leaf-same-publish	N3-keep-allocated	OFMF	O:ok F:noop M:ok F:noop	ok	same	-	[0, 0]	0	0	[0, 0]	13	262144	0	0	t1@50316:record-kept-allocated
F7-map-bug-leaf-same-publish	N3-keep-allocated	OFMM	O:ok F:noop M:ok M:ok	ok	same	-	[0, 0]	0	0	[0, 0]	19	360448	0	0	t1@50316:record-kept-allocated
F7-map-bug-leaf-same-publish	N3-keep-allocated	OFOO	O:ok F:noop O:ok O:ok	ok	same	-	[0, 0]	0	0	[0, 0]	19	425984	0	0	t1@50316:record-kept-allocated
F7-map-bug-leaf-same-publish	N3-keep-allocated	OFOM	O:ok F:noop O:ok M:ok	ok	same	-	[0, 0]	0	0	[0, 0]	17	360448	0	0	t1@50316:record-kept-allocated
F7-map-bug-leaf-same-publish	N3-keep-allocated	OMFF	O:ok M:ok F:noop F:noop	ok	same	-	[0, 0]	0	0	[0, 0]	13	262144	0	0	t1@50316:record-kept-allocated
F7-map-bug-leaf-same-publish	N3-keep-allocated	OMFM	O:ok M:ok F:noop M:ok	ok	same	-	[0, 0]	0	0	[0, 0]	19	360448	0	0	t1@50316:record-kept-allocated
F7-map-bug-leaf-same-publish	N3-keep-allocated	OMFO	O:ok M:ok F:noop O:ok	ok	same	-	[0, 0]	0	0	[0, 0]	19	393216	0	0	t1@50316:record-kept-allocated
F7-map-bug-leaf-same-publish	N3-keep-allocated	OMOF	O:ok M:ok O:ok F:ok(F=3,reclaimed=1)	ok	same	-	[0, 0]	0	0	[0, 0]	23	458752	0	0	t1@50316:record-kept-allocated
F7-map-bug-leaf-same-publish	N3-keep-allocated	OMMF	O:ok M:ok M:ok F:noop	ok	same	-	[0, 0]	0	0	[0, 0]	19	360448	0	0	t1@50316:record-kept-allocated
F7-map-bug-leaf-same-publish	N3-keep-allocated	OMMO	O:ok M:ok M:ok O:ok	ok	same	-	[0, 0]	0	0	[0, 0]	25	491520	0	0	t1@50316:record-kept-allocated
F7-map-bug-leaf-same-publish	N3-keep-allocated	OMMM	O:ok M:ok M:ok M:ok	ok	same	-	[0, 0]	0	0	[0, 0]	25	458752	0	0	t1@50316:record-kept-allocated
F7-map-bug-leaf-same-publish	N3-keep-allocated	OOFF	O:ok O:ok F:ok(F=3,reclaimed=1) F:noop	ok	same	-	[0, 0]	0	0	[0, 0]	17	360448	0	0	t1@50316:record-kept-allocated
F7-map-bug-leaf-same-publish	N3-keep-allocated	OMOO	O:ok M:ok O:ok O:ok	ok	same	-	[0, 0]	0	0	[0, 0]	25	524288	0	0	t1@50316:record-kept-allocated
F7-map-bug-leaf-same-publish	N3-keep-allocated	OOFM	O:ok O:ok F:ok(F=3,reclaimed=1) M:ok	ok	same	-	[0, 0]	0	0	[0, 0]	23	458752	0	0	t1@50316:record-kept-allocated
F7-map-bug-leaf-same-publish	N3-keep-allocated	OMOM	O:ok M:ok O:ok M:ok	ok	same	-	[0, 0]	0	0	[0, 0]	23	458752	0	0	t1@50316:record-kept-allocated
F7-map-bug-leaf-same-publish	N3-keep-allocated	OOFO	O:ok O:ok F:ok(F=3,reclaimed=1) O:ok	ok	same	-	[0, 0]	0	0	[0, 0]	23	491520	0	0	t1@50316:record-kept-allocated
F7-map-bug-leaf-same-publish	N3-keep-allocated	OOMO	O:ok O:ok M:ok O:ok	ok	same	-	[0, 0]	0	0	[0, 0]	23	491520	0	0	t1@50316:record-kept-allocated
F7-map-bug-leaf-same-publish	N3-keep-allocated	OOMF	O:ok O:ok M:ok F:ok(F=3,reclaimed=1)	ok	same	-	[0, 0]	0	0	[0, 0]	23	458752	0	0	t1@50316:record-kept-allocated
F7-map-bug-leaf-same-publish	N3-keep-allocated	OOMM	O:ok O:ok M:ok M:ok	ok	same	-	[0, 0]	0	0	[0, 0]	23	458752	0	0	t1@50316:record-kept-allocated
F7-map-bug-leaf-same-publish	N3-keep-allocated	OOOF	O:ok O:ok O:ok F:ok(F=6,reclaimed=18)	ok	same	-	[0, 0]	0	0	[0, 0]	23	491520	0	0	t1@50316:record-kept-allocated
F7-map-bug-leaf-same-publish	N3-keep-allocated	FFF	F:noop F:noop F:noop	ok	same	-	[0, 0]	0	0	[0, 0]	0	0	0	0	-
F7-map-bug-leaf-same-publish	N3-keep-allocated	OOOO	O:ok O:ok O:ok O:ok	ok	same	-	[0, 0]	0	0	[0, 0]	25	557056	0	0	t1@50316:record-kept-allocated
F7-map-bug-leaf-same-publish	N3-keep-allocated	OOOM	O:ok O:ok O:ok M:ok	ok	same	-	[0, 0]	0	0	[0, 0]	23	491520	0	0	t1@50316:record-kept-allocated
F7-map-bug-leaf-same-publish	N3-keep-allocated	FFO	F:noop F:noop O:ok	ok	same	-	[0, 0]	0	0	[0, 0]	7	163840	0	0	t1@50316:record-kept-allocated
F7-map-bug-leaf-same-publish	N3-keep-allocated	FMF	F:noop M:ok F:noop	ok	same	-	[0, 0]	0	0	[0, 0]	4	65536	0	0	-
F7-map-bug-leaf-same-publish	N3-keep-allocated	FFM	F:noop F:noop M:ok	ok	same	-	[0, 0]	0	0	[0, 0]	4	65536	0	0	-
F7-map-bug-leaf-same-publish	N3-keep-allocated	FMO	F:noop M:ok O:ok	ok	same	-	[0, 0]	0	0	[0, 0]	10	196608	0	0	-
F7-map-bug-leaf-same-publish	N3-keep-allocated	FMM	F:noop M:ok M:ok	ok	same	-	[0, 0]	0	0	[0, 0]	8	131072	0	0	-
F7-map-bug-leaf-same-publish	N3-keep-allocated	FOF	F:noop O:ok F:noop	ok	same	-	[0, 0]	0	0	[0, 0]	7	163840	0	0	t1@50316:record-kept-allocated
F7-map-bug-leaf-same-publish	N3-keep-allocated	FOO	F:noop O:ok O:ok	ok	same	-	[0, 0]	0	0	[0, 0]	13	294912	0	0	t1@50316:record-kept-allocated
F7-map-bug-leaf-same-publish	N3-keep-allocated	MFF	M:ok F:noop F:noop	ok	same	-	[0, 0]	0	0	[0, 0]	4	65536	0	0	-
F7-map-bug-leaf-same-publish	N3-keep-allocated	FOM	F:noop O:ok M:ok	ok	same	-	[0, 0]	0	0	[0, 0]	13	262144	0	0	t1@50316:record-kept-allocated
F7-map-bug-leaf-same-publish	N3-keep-allocated	MFO	M:ok F:noop O:ok	ok	same	-	[0, 0]	0	0	[0, 0]	10	196608	0	0	-
F7-map-bug-leaf-same-publish	N3-keep-allocated	MMF	M:ok M:ok F:noop	ok	same	-	[0, 0]	0	0	[0, 0]	8	131072	0	0	-
F7-map-bug-leaf-same-publish	N3-keep-allocated	MFM	M:ok F:noop M:ok	ok	same	-	[0, 0]	0	0	[0, 0]	8	131072	0	0	-
F7-map-bug-leaf-same-publish	N3-keep-allocated	MMM	M:ok M:ok M:ok	ok	same	-	[0, 0]	0	0	[0, 0]	14	229376	0	0	-
F7-map-bug-leaf-same-publish	N3-keep-allocated	MOF	M:ok O:ok F:noop	ok	same	-	[0, 0]	0	0	[0, 0]	10	196608	0	0	-
F7-map-bug-leaf-same-publish	N3-keep-allocated	MMO	M:ok M:ok O:ok	ok	same	-	[0, 0]	0	0	[0, 0]	14	262144	0	0	-
F7-map-bug-leaf-same-publish	N3-keep-allocated	OFF	O:ok F:noop F:noop	ok	same	-	[0, 0]	0	0	[0, 0]	7	163840	0	0	t1@50316:record-kept-allocated
F7-map-bug-leaf-same-publish	N3-keep-allocated	OFM	O:ok F:noop M:ok	ok	same	-	[0, 0]	0	0	[0, 0]	13	262144	0	0	t1@50316:record-kept-allocated
F7-map-bug-leaf-same-publish	N3-keep-allocated	MOO	M:ok O:ok O:ok	ok	same	-	[0, 0]	0	0	[0, 0]	16	327680	0	0	-
F7-map-bug-leaf-same-publish	N3-keep-allocated	MOM	M:ok O:ok M:ok	ok	same	-	[0, 0]	0	0	[0, 0]	14	262144	0	0	-
F7-map-bug-leaf-same-publish	N3-keep-allocated	OFO	O:ok F:noop O:ok	ok	same	-	[0, 0]	0	0	[0, 0]	13	294912	0	0	t1@50316:record-kept-allocated
F7-map-bug-leaf-same-publish	N3-keep-allocated	OMO	O:ok M:ok O:ok	ok	same	-	[0, 0]	0	0	[0, 0]	19	393216	0	0	t1@50316:record-kept-allocated
F7-map-bug-leaf-same-publish	N3-keep-allocated	OMF	O:ok M:ok F:noop	ok	same	-	[0, 0]	0	0	[0, 0]	13	262144	0	0	t1@50316:record-kept-allocated
F7-map-bug-leaf-same-publish	N3-keep-allocated	OMM	O:ok M:ok M:ok	ok	same	-	[0, 0]	0	0	[0, 0]	19	360448	0	0	t1@50316:record-kept-allocated
F7-map-bug-leaf-same-publish	N3-keep-allocated	OOF	O:ok O:ok F:ok(F=3,reclaimed=1)	ok	same	-	[0, 0]	0	0	[0, 0]	17	360448	0	0	t1@50316:record-kept-allocated
F7-map-bug-leaf-same-publish	N3-keep-allocated	OOO	O:ok O:ok O:ok	ok	same	-	[0, 0]	0	0	[0, 0]	19	425984	0	0	t1@50316:record-kept-allocated
F7-map-bug-leaf-same-publish	N3-keep-allocated	FF	F:noop F:noop	ok	same	-	[0, 0]	0	0	[0, 0]	0	0	0	0	-
F7-map-bug-leaf-same-publish	N3-keep-allocated	OOM	O:ok O:ok M:ok	ok	same	-	[0, 0]	0	0	[0, 0]	17	360448	0	0	t1@50316:record-kept-allocated
F7-map-bug-leaf-same-publish	N3-keep-allocated	FM	F:noop M:ok	ok	same	-	[0, 0]	0	0	[0, 0]	4	65536	0	0	-
F7-map-bug-leaf-same-publish	N3-keep-allocated	FO	F:noop O:ok	ok	same	-	[0, 0]	0	0	[0, 0]	7	163840	0	0	t1@50316:record-kept-allocated
F7-map-bug-leaf-same-publish	N3-keep-allocated	OF	O:ok F:noop	ok	same	-	[0, 0]	0	0	[0, 0]	7	163840	0	0	t1@50316:record-kept-allocated
F7-map-bug-leaf-same-publish	N3-keep-allocated	MO	M:ok O:ok	ok	same	-	[0, 0]	0	0	[0, 0]	10	196608	0	0	-
F7-map-bug-leaf-same-publish	N3-keep-allocated	MF	M:ok F:noop	ok	same	-	[0, 0]	0	0	[0, 0]	4	65536	0	0	-
F7-map-bug-leaf-same-publish	N3-keep-allocated	MM	M:ok M:ok	ok	same	-	[0, 0]	0	0	[0, 0]	8	131072	0	0	-
F7-map-bug-leaf-same-publish	N3-keep-allocated	F	F:noop	ok	same	-	[0, 0]	0	0	[0, 0]	0	0	0	0	-
F7-map-bug-leaf-same-publish	N3-keep-allocated	OO	O:ok O:ok	ok	same	-	[0, 0]	0	0	[0, 0]	13	294912	0	0	t1@50316:record-kept-allocated
F7-map-bug-leaf-same-publish	N3-keep-allocated	OM	O:ok M:ok	ok	same	-	[0, 0]	0	0	[0, 0]	13	262144	0	0	t1@50316:record-kept-allocated
F7-map-bug-leaf-same-publish	N3-iso-persisted	FFFF	F:noop F:noop F:noop F:noop	ok	same	-	[0, 0]	0	0	[0, 0]	0	0	0	0	-
F7-map-bug-leaf-same-publish	N3-keep-allocated	O	O:ok	ok	same	-	[0, 0]	0	0	[0, 0]	7	163840	0	0	t1@50316:record-kept-allocated
F7-map-bug-leaf-same-publish	N3-iso-persisted	FFFM	F:noop F:noop F:noop M:ok	ok	same	-	[0, 0]	0	0	[0, 0]	4	65536	0	0	-
F7-map-bug-leaf-same-publish	N3-keep-allocated	M	M:ok	ok	same	-	[0, 0]	0	0	[0, 0]	4	65536	0	0	-
F7-map-bug-leaf-same-publish	N3-iso-persisted	FFFO	F:noop F:noop F:noop O:PANIC(同一个落点释放了两次：这块盘的记录是不是已释放由 transaction::placements_to_release_via_mappin)	skip	same	-	[0, 0]	0	0	[0, 0]	7	163840	0	0	t1@50316:released-and-isolated
F7-map-bug-leaf-same-publish	N3-iso-persisted	FFMF	F:noop F:noop M:ok F:noop	ok	same	-	[0, 0]	0	0	[0, 0]	4	65536	0	0	-
F7-map-bug-leaf-same-publish	N3-iso-persisted	FFMO	F:noop F:noop M:ok O:ok	ok	same	-	[0, 0]	0	0	[0, 0]	10	196608	0	0	-
F7-map-bug-leaf-same-publish	N3-iso-persisted	FFOF	F:noop F:noop O:PANIC(同一个落点释放了两次：这块盘的记录是不是已释放由 transaction::placements_to_release_via_mappin) F:skip(panicked)	skip	same	-	[0, 0]	0	0	[0, 0]	7	163840	0	0	t1@50316:released-and-isolated
F7-map-bug-leaf-same-publish	N3-iso-persisted	FFMM	F:noop F:noop M:ok M:ok	ok	same	-	[0, 0]	0	0	[0, 0]	8	131072	0	0	-
F7-map-bug-leaf-same-publish	N3-iso-persisted	FFOM	F:noop F:noop O:PANIC(同一个落点释放了两次：这块盘的记录是不是已释放由 transaction::placements_to_release_via_mappin) M:skip(panicked)	skip	same	-	[0, 0]	0	0	[0, 0]	7	163840	0	0	t1@50316:released-and-isolated
F7-map-bug-leaf-same-publish	N3-iso-persisted	FFOO	F:noop F:noop O:PANIC(同一个落点释放了两次：这块盘的记录是不是已释放由 transaction::placements_to_release_via_mappin) O:skip(panicked)	skip	same	-	[0, 0]	0	0	[0, 0]	7	163840	0	0	t1@50316:released-and-isolated
F7-map-bug-leaf-same-publish	N3-iso-persisted	FMFF	F:noop M:ok F:noop F:noop	ok	same	-	[0, 0]	0	0	[0, 0]	4	65536	0	0	-
F7-map-bug-leaf-same-publish	N3-iso-persisted	FMFM	F:noop M:ok F:noop M:ok	ok	same	-	[0, 0]	0	0	[0, 0]	8	131072	0	0	-
F7-map-bug-leaf-same-publish	N3-iso-persisted	FMFO	F:noop M:ok F:noop O:ok	ok	same	-	[0, 0]	0	0	[0, 0]	10	196608	0	0	-
F7-map-bug-leaf-same-publish	N3-iso-persisted	FMMF	F:noop M:ok M:ok F:noop	ok	same	-	[0, 0]	0	0	[0, 0]	8	131072	0	0	-
F7-map-bug-leaf-same-publish	N3-iso-persisted	FMMO	F:noop M:ok M:ok O:ok	ok	same	-	[0, 0]	0	0	[0, 0]	14	262144	0	0	-
F7-map-bug-leaf-same-publish	N3-iso-persisted	FMMM	F:noop M:ok M:ok M:ok	ok	same	-	[0, 0]	0	0	[0, 0]	14	229376	0	0	-
F7-map-bug-leaf-same-publish	N3-iso-persisted	FOFF	F:noop O:PANIC(同一个落点释放了两次：这块盘的记录是不是已释放由 transaction::placements_to_release_via_mappin) F:skip(panicked) F:skip(panicked)	skip	same	-	[0, 0]	0	0	[0, 0]	7	163840	0	0	t1@50316:released-and-isolated
F7-map-bug-leaf-same-publish	N3-iso-persisted	FMOF	F:noop M:ok O:ok F:noop	ok	same	-	[0, 0]	0	0	[0, 0]	10	196608	0	0	-
F7-map-bug-leaf-same-publish	N3-iso-persisted	FMOO	F:noop M:ok O:ok O:ok	ok	same	-	[0, 0]	0	0	[0, 0]	16	327680	0	0	-
F7-map-bug-leaf-same-publish	N3-iso-persisted	FOFM	F:noop O:PANIC(同一个落点释放了两次：这块盘的记录是不是已释放由 transaction::placements_to_release_via_mappin) F:skip(panicked) M:skip(panicked)	skip	same	-	[0, 0]	0	0	[0, 0]	7	163840	0	0	t1@50316:released-and-isolated
F7-map-bug-leaf-same-publish	N3-iso-persisted	FMOM	F:noop M:ok O:ok M:ok	ok	same	-	[0, 0]	0	0	[0, 0]	14	262144	0	0	-
F7-map-bug-leaf-same-publish	N3-iso-persisted	FOFO	F:noop O:PANIC(同一个落点释放了两次：这块盘的记录是不是已释放由 transaction::placements_to_release_via_mappin) F:skip(panicked) O:skip(panicked)	skip	same	-	[0, 0]	0	0	[0, 0]	7	163840	0	0	t1@50316:released-and-isolated
F7-map-bug-leaf-same-publish	N3-iso-persisted	FOMF	F:noop O:PANIC(同一个落点释放了两次：这块盘的记录是不是已释放由 transaction::placements_to_release_via_mappin) M:skip(panicked) F:skip(panicked)	skip	same	-	[0, 0]	0	0	[0, 0]	7	163840	0	0	t1@50316:released-and-isolated
F7-map-bug-leaf-same-publish	N3-iso-persisted	FOMM	F:noop O:PANIC(同一个落点释放了两次：这块盘的记录是不是已释放由 transaction::placements_to_release_via_mappin) M:skip(panicked) M:skip(panicked)	skip	same	-	[0, 0]	0	0	[0, 0]	7	163840	0	0	t1@50316:released-and-isolated
F7-map-bug-leaf-same-publish	N3-iso-persisted	FOMO	F:noop O:PANIC(同一个落点释放了两次：这块盘的记录是不是已释放由 transaction::placements_to_release_via_mappin) M:skip(panicked) O:skip(panicked)	skip	same	-	[0, 0]	0	0	[0, 0]	7	163840	0	0	t1@50316:released-and-isolated
F7-map-bug-leaf-same-publish	N3-iso-persisted	FOOM	F:noop O:PANIC(同一个落点释放了两次：这块盘的记录是不是已释放由 transaction::placements_to_release_via_mappin) O:skip(panicked) M:skip(panicked)	skip	same	-	[0, 0]	0	0	[0, 0]	7	163840	0	0	t1@50316:released-and-isolated
F7-map-bug-leaf-same-publish	N3-iso-persisted	FOOF	F:noop O:PANIC(同一个落点释放了两次：这块盘的记录是不是已释放由 transaction::placements_to_release_via_mappin) O:skip(panicked) F:skip(panicked)	skip	same	-	[0, 0]	0	0	[0, 0]	7	163840	0	0	t1@50316:released-and-isolated
