组	旧事实	新事实	载体	原文
F1	增补 3 第 1 件（历史生成器）已派实现员，还没有交回；生成器、执行器、快档还没有实现落点	增补 3 第 1 件已交回并收口：生成器、执行器、已知红清单、收缩与大档在 crates/singlefs-harness/src/history.rs，快档测试在 tests/second_transaction_supplement_three_random_history.rs；两轮代码三方判决完毕，第 1 件不开第三轮	.claude/kb/milestone/02-second-txn.md:404	3. 崩溃注入：第 1 件的每段历史按种子抽若干次写，在那次写之后截断（层 0 的录制与截断，`crates/singlefs-harness/src/crash.rs`），恢复之后跑 checker，并问模型这个状态恢复到的版本允不允许。抽样，不全枚举；全量枚举仍归门禁 54 号的两条固定流。
F1	增补 3 第 1 件（历史生成器）已派实现员，还没有交回；生成器、执行器、快档还没有实现落点	增补 3 第 1 件已交回并收口：生成器、执行器、已知红清单、收缩与大档在 crates/singlefs-harness/src/history.rs，快档测试在 tests/second_transaction_supplement_three_random_history.rs；两轮代码三方判决完毕，第 1 件不开第三轮	.claude/kb/milestone/02-second-txn.md:406	5. 坏盘输入：拿第 1 件生成的合法镜像，按种子翻位、清零一个扇区、截掉尾部，喂给恢复、挂载与 checker。三者都不许 panic；恢复读回的内容要么是模型允许的某一版，要么报错，不许读回一版从没提交过的内容。种子驱动的普通用例进门禁；cargo-fuzz（libFuzzer，要 nightly）那一路后台跑，撞出的输入存成固定用例（两路怎么分是预想）。
F1	增补 3 第 1 件（历史生成器）已派实现员，还没有交回；生成器、执行器、快档还没有实现落点	增补 3 第 1 件已交回并收口：生成器、执行器、已知红清单、收缩与大档在 crates/singlefs-harness/src/history.rs，快档测试在 tests/second_transaction_supplement_three_random_history.rs；两轮代码三方判决完毕，第 1 件不开第三轮	.claude/kb/milestone/02-second-txn.md:416	- 第 1 件的生成器按两条只写在文档注释里的前提调入口（2026-09-18 实现员报，出处写在 `history.rs` 那两处的注释里）：抬 F 的目标不低于今天的 F；`publish_without_units` 只在树表 0 条的一版上调。第 6 件要在前提之外各调一次，入口该返回错误而不是 panic。
F1	增补 3 第 1 件（历史生成器）已派实现员，还没有交回；生成器、执行器、快档还没有实现落点	增补 3 第 1 件已交回并收口：生成器、执行器、已知红清单、收缩与大档在 crates/singlefs-harness/src/history.rs，快档测试在 tests/second_transaction_supplement_three_random_history.rs；两轮代码三方判决完毕，第 1 件不开第三轮	records/2026-09-16-subagent拆分提案.md:750	| 看门狗每次起都从头读会话记录：一条几个钟头前的 `pgrep -f`（增补 3 第 1 件代码三方的攻方腿发的，早已结束）让每一次重起都当场以「禁用命令」退出，那条腿盯不住（2026-09-18 19:00–19:01 UTC 连着两次） | 主 agent 看 `ps` 没有那条循环在跑；读 `research/scripts/agent-watch.py` 的 `agent_alerts`，禁用命令只看最近 10 条、不看发出时间 | 改了：禁用命令只报 10 分钟与两倍复检间隔里较大的那个窗口内发出的；自检加 `bannedold` 一格（60 分钟前的 `pgrep -f`、之后有新动作 ⇒ 不告警），`AGENT_WATCH_BREAK=bannedwindow` 关掉窗口时自检判红；门禁 47 号绿 |
F2	层 0 崩溃点重放单进程跑、只用满 32 核里的 1 核，两条流合计 3 小时 50 分 49 秒	层 0 崩溃点重放改多线程：crash.rs 按状态区间切片、std::thread::scope 并行，线程数由 SINGLEFS_LAYER0_THREADS 给；主工作区门禁 54 号 32 线程两条流合计 8 分 38 秒，计数行与单线程逐字相同	.claude/kb/decisions/15-格式冻结政策.md:29	| 6 | [checks-owed.md](../checks-owed.md) 的 C4（项目规则清单不一致） 与 C8（门禁范围判不出来） 已实现 | 冻结后规则脱节、门禁越跑越慢却没人量化，会在风险更高的阶段变成事故。挂载点已就绪：共享 `gate.sh` 自 0.0.12 起有「阶段 3c：项目本地阶段（`.claude/gate.d/*.sh`）」 |
F2	层 0 崩溃点重放单进程跑、只用满 32 核里的 1 核，两条流合计 3 小时 50 分 49 秒	层 0 崩溃点重放改多线程：crash.rs 按状态区间切片、std::thread::scope 并行，线程数由 SINGLEFS_LAYER0_THREADS 给；主工作区门禁 54 号 32 线程两条流合计 8 分 38 秒，计数行与单线程逐字相同	.claude/kb/milestone/02-second-txn.md:358	| 41 | 崩溃点重放越跑越慢：层 0 第二条流（固定脚本到 E，2,104,413 个状态）2026-09-18 在新代码上单进程跑完，门禁 54 号两条流合计 3 小时 50 分 49 秒（04:22:54 到 08:13:43 UTC，`research/prompts/m2-wave2-crash-verifier/54-layer0-replay.log`），这是以后并行的对照基准；第一条流（262,165 个状态）约 3 分钟（同日单独跑一次整个用例文件 203.84 秒）；进程只用满 32 核里的 1 核；每个状态做两遍恢复加 checker，I-3.9（释放代落在停止引用它的那一格区间里）、I-9.14（树表条目的诞生 txg 跨根不变）、I-5.4（分配记录罩住的槽互不相交） 要对回退候选集里每条根各走一遍，历史越长越贵 | 验证装置的代价（2026-09-18 用户与主 agent 讨论提出） | 不等 | 立一个计数实验先量账：每个状态的时间里恢复与 checker 各占多少、截出来的盘面有几成逐字节重复、按状态区间切成 4 / 8 / 16 / 32 个进程各
F7	增补 2 收口表第 42 行末句写「还开着：改代码的一方整表跑一遍 59 号的锚点预扫，这一条要写进 implementation-writer 定义，改定义走三方」	已做成门禁 33 号的一段（crates/mutations.tsv 每行原文恰好命中一次，不跑变异），阶段归属表把 33 号也登记给 implementation-writer，定义没改	records/2026-09-16-subagent拆分提案.md:749	| 59 号 6 行锚点腐化，整张表一条没跑。其中 4 行是第二波修复改掉的，2 行更早就坏了（`research/prompts/m2-wave2-crash-verifier/anchor-origin.out`）。实现员只照 59 号的判法跑了自己追加的 8 行（`research/prompts/m2-wave2-fixes-implementer-report.md` 第 116–121 行），59 号的锚点预扫不到 1 秒，它没有跑 | 见左列产物 | 修 6 行锚点、整表复跑 59 号：同日做完，123 条全红（`research/prompts/m2-anchor-fix-crash-verifier-report.md`），记在里程碑收口表第 42 行。实现员改完代码就整表数一遍锚点：2026-09-19 做成门禁 33 号的一段（`crates/mutations.tsv` 每行原文在「文件」那一段指的源码里恰好命中一次，不跑变异、毫秒级），阶段归属表把 33 号也登记给 `implementation-writer`，它定义第 4 步「再跑阶段归属表登记给你的阶段
F10	第 ② 行只写「一次挂载转过一整圈根环时 checker 在合法状态上判 I-3.1 红」，攻方顺带看到、攻方与主 agent 都没核实坐实	第 ② 行补一句：增补 3 第 1 件的历史生成器坐实这一现象，快档 96 段里 50 段、大档 3000 段里 1929 段以它收尾（生成器已知红第 0 条接住）	.claude/kb/milestone/02-second-txn.md:40	打回决策、等重议的四处（都是设计问题，代码按保守读法写、标预想；重议要走三方并给每条路的代价数）：① D23（journal 的角色与格式） 已定项 14 前缀第五条与回退行的落点（连同 C340（回退之后记录链从哪条之后接没有定义））；② D16（发布语义） 已定项 1「生效」一行——F 事后回落（连同 checker 判 I-7.4（近 K 代块未被复用） / I-4.8（近 K 代根校验和自洽） 用哪个 F、被抛弃根带的 F 算不算、抬 F 分配不到固定点、F 回落之后抬 F 被挡、一次挂载内转过一整圈根环时 checker 误红），与另一个会话的 alloc-basis 三轮判决和 E153（账本形态与环上有洞的代价） / E154（两道闸串-重判与回收时点的代价） 的数一起判；③ 被抛弃根的账读不出时的修复路径（用户否决跳过，修复没有条款也没有实现）；④ 没有文件的一版上怎么写实例表行（空池可写挂载今天只兑现一次，回退到树表 0 条的根被拒）。
F10	第 ② 行只写「一次挂载转过一整圈根环时 checker 在合法状态上判 I-3.1 红」，攻方顺带看到、攻方与主 agent 都没核实坐实	第 ② 行补一句：增补 3 第 1 件的历史生成器坐实这一现象，快档 96 段里 50 段、大档 3000 段里 1929 段以它收尾（生成器已知红第 0 条接住）	.claude/kb/milestone/02-second-txn.md:311	| ② | F 的「生效」事后回落（checker 候选集下界用哪个 F、被抛弃根带的 F 算不算、抬 F 的空发布分配不到固定点、F 回落之后抬 F 被挡、一次挂载转过一整圈根环时 checker 在合法状态上判 I-3.1（已分配统计对得上） 红）；连带：A 的根被轮转覆写之后 I-3.1（已分配统计对得上） 读法甲与分配器的「占着」分道（步 5 决策点）；D28（挂载期承诺量） 已定项 1 的可用式子按读法甲扣两次 defer（步 2 决策点）；alloc-basis 岔路表第 1、2、3、7 行待你定、第 4 行要不要修 E154（两道闸串-重判与回收时点的代价） 装置两处 bug 与「回退不查目标在不在环里」之后重跑、第 8 行没立题，而第 8 行与 C370（需求、可用与 df 没有共同单位）、C371（活元数据没有定义） 是同一个没定义的前提；C356（第九项按统计量之差算，净释放时为负且没有钳位） 在第九项改成独占集之后还成不成立没人答；E153（账本形态与环上有洞的代价）、E154（两道闸串-重判与回收时点的代价） 与 `crates/` 的对拍不在复跑里；2026-
F10	第 ② 行只写「一次挂载转过一整圈根环时 checker 在合法状态上判 I-3.1 红」，攻方顺带看到、攻方与主 agent 都没核实坐实	第 ② 行补一句：增补 3 第 1 件的历史生成器坐实这一现象，快档 96 段里 50 段、大档 3000 段里 1929 段以它收尾（生成器已知红第 0 条接住）	.claude/kb/milestone/02-second-txn.md:399	固定脚本走不到的问题，今天都是三方攻方腿自己写历史扫出来的：增补 2 收口表第 37 行（复用时跨度变了留下重叠记录，攻方扫 288 段历史 208 段以它收尾）、第 38 行（第 370 次可写挂载越界 panic）、第 39 行（812 条上限附近误拒）、第 40 行（超级块槽写失败之后分配器照样退回）；第 ② 行里「一次挂载转过一整圈根环时 checker 在合法状态上判 I-3.1（已分配统计对得上） 红」同样是固定脚本走不到、门禁没见过的（步 5 现状）。攻方腿写的历史生成器住在 `research/prompts/` 下各轮的模型目录里，不在 `crates/`，门禁不跑。
F14	bash-command-detector.sh 判据只看命令串，heredoc 正文里的禁用命令名会触发误报；仓里当时没改，只留一句「写在这里是为了下一个人看到这条报警时知道先分辨」	2026-09-19 取「排除 heredoc 正文」这一种：三种检出都先剥掉喂给非 shell 命令的 heredoc 正文（原先只有第三种剥），喂给 bash / sh 的照查；自检加四格，BASH_COMMAND_DETECTOR_KEEP_HEREDOC_BODIES=1 时判红	records/2026-09-16-subagent拆分提案.md:619	⇒ 判据只看命令串时，**写下这条禁令的行为本身会触发它**。要么把 heredoc 正文排除在匹配之外，要么让检出记录带上「命中的是命令位置还是数据」。2026-09-19 取前一种：三种检出都先剥掉喂给非 shell 命令的 heredoc 正文（原先只有第三种剥），喂给 bash / sh 的照查；自检加四格，`BASH_COMMAND_DETECTOR_KEEP_HEREDOC_BODIES=1` 时判红。同一个坑 2026-09-18 在看门狗那一侧也撞过（第三十二节），那边先修了。引号里当数据写的命令名（`echo "…"`）仍会记一条。
